priority,id,scientific_name,subject,current_level,results,source_statuses,recommendation,evidence,current_notes_en
P2,AAA0384,Crataegus monogyna,cat,1,conflict_possible_overwarning; not_checked,non_toxic; no_match,Review possible overwarning: source indicates non-toxic but YardMate level is above 0.,"ASPCA non_toxic (genus, conflict_possible_overwarning); NC State no_match (not_checked)",Not listed by ASPCA. Fruit flesh traditionally eaten in jellies and wines; seeds should not be crushed and consumed in quantity.
P2,AAA0384,Crataegus monogyna,dog,1,conflict_possible_overwarning; not_checked,non_toxic; no_match,Review possible overwarning: source indicates non-toxic but YardMate level is above 0.,"ASPCA non_toxic (genus, conflict_possible_overwarning); NC State no_match (not_checked)",Not listed by ASPCA. Fruit flesh traditionally eaten in jellies and wines; seeds should not be crushed and consumed in quantity.
P2,AAA0404,Cyclamen persicum,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/cyclamen-persicum/,Toxicity concentrated in the tuber; cases of pet death from chewing exposed tubers are documented.
P2,AAA0407,Cymbopogon citratus,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/cymbopogon-citratus/,ASPCA lists Cymbopogon as toxic to dogs and cats due to essential oils; culinary stalk use is low-risk.
P2,AAA0425,Datura stramonium,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/datura-stramonium/,"ASPCA lists Datura as toxic to dogs, cats, and horses. Extremely dangerous to humans; multiple recreational-use deaths documented."
P2,AAA0426,Datura wrightii,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/datura-wrightii/,All parts highly toxic; handle carefully and keep away from children and pets.
P2,AAA0430,Delphinium elatum,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/delphinium-elatum/,Major livestock poisoning hazard on western US rangelands; young plants and seeds most toxic.
P2,AAA0437,Dianthus barbatus,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/dianthus-barbatus/,Same Dianthus mild toxicity.
P2,AAA0438,Dianthus caryophyllus,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/dianthus-caryophyllus/,Mild toxicity only.
P2,AAA0439,Dianthus chinensis,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/dianthus-chinensis/,ASPCA lists Dianthus as mildly toxic to dogs and cats.
P2,AAA0440,Dianthus deltoides,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/dianthus-deltoides/,ASPCA lists Dianthus as mildly toxic to dogs and cats.
P2,AAA0441,Dianthus gratianopolitanus,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/dianthus-gratianopolitanus/,ASPCA lists Dianthus as toxic to dogs and cats with mild symptoms.
P2,AAA0443,Dianthus plumarius,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/dianthus-plumarius/,ASPCA lists Dianthus as mildly toxic to dogs and cats; edible flowers are safe for humans.
P2,AAA0450,Dieffenbachia seguine,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/dieffenbachia-seguine/,The combination of raphides and proteolytic enzymes makes Dieffenbachia more severely irritating than most aroids. Eye exposure to sap requires urgent rinsing.
P2,AAA0451,Digitalis purpurea,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/digitalis-purpurea/,"All parts highly toxic. ASPCA lists Digitalis as toxic to dogs, cats, horses. Source of the cardiac drug digoxin — therapeutic window is narrow."
P2,AAA0459,Dracaena fragrans,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/dracaena-fragrans/,Same saponin profile as other Dracaenas; dilated pupils are a distinctive sign in cats.
P2,AAA0463,Dracaena trifasciata,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/dracaena-trifasciata/,ASPCA lists Sansevieria/Dracaena trifasciata as toxic to pets.
P2,AAA0492,Epipremnum aureum,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/epipremnum-aureum/,Toxicity is generally mild but can be alarming in cats and small dogs due to oral swelling.
P2,AAA0516,Euphorbia milii,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/euphorbia-milii/,ASPCA lists Euphorbia as toxic. Mechanical injury from thorns is a secondary hazard.
P2,AAA0519,Euphorbia pulcherrima,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/euphorbia-pulcherrima/,"ASPCA classifies poinsettia as mildly toxic — the ""deadly poinsettia"" reputation is unsupported by evidence. Skin contact can irritate latex-sensitive individuals."
P2,AAA0520,Euphorbia tirucalli,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/euphorbia-tirucalli/,Among the more dangerous common houseplants; wear gloves and eye protection when pruning. Phorbol esters are tumor promoters.
P2,AAA0530,Felicia amelloides,cat,,review_current_unknown; review_current_unknown,non_toxic; non_toxic,Review: YardMate level is null while source has a signal.,"ASPCA non_toxic (exact, review_current_unknown); NC State non_toxic (review_current_unknown)",Not listed by ASPCA; no significant toxicity reported.
P2,AAA0530,Felicia amelloides,dog,,review_current_unknown; review_current_unknown,non_toxic; non_toxic,Review: YardMate level is null while source has a signal.,"ASPCA non_toxic (exact, review_current_unknown); NC State non_toxic (review_current_unknown)",Not listed by ASPCA; no significant toxicity reported.
P2,AAA0534,Ficus benjamina,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/ficus-benjamina/,"Recognized cause of occupational asthma; cross-reactive with natural rubber latex and some fruits (fig, kiwi, banana)."
P2,AAA0535,Ficus carica,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/ficus-carica/,ASPCA lists Ficus as toxic to pets due to sap irritation; ripe fruit is safe.
P2,AAA0536,Ficus elastica,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/ficus-elastica/,Latex cross-reactivity is documented in people with natural rubber latex allergy.
P2,AAA0537,Ficus lyrata,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/ficus-lyrata/,All Ficus species produce a white latex sap that can cause skin reactions in sensitive individuals.
P2,AAA0539,Ficus pumila,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/ficus-pumila/,Same Ficus profile; Taiwanese jelly (愛玉) is safe because the seed pectin is separated from the latex sap.
P2,AAA0564,Gardenia jasminoides,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/gardenia-jasminoides/,ASPCA lists Gardenia as mildly toxic to pets.
P2,AAA0586,Glechoma hederacea,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/glechoma-hederacea/,Contains pulegone; safe in culinary amounts but concentrated use can be hepatotoxic. Horses especially sensitive.
P2,AAA0597,Gymnocladus chinensis,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/gymnocladus-chinensis/,Raw pods and seeds are irritant and should not be consumed. Traditional medicinal use requires processing.
P2,AAA0602,Hedera helix,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/hedera-helix/,"ASPCA lists English ivy as toxic to dogs, cats, and horses."
P2,AAA0609,Heliotropium arborescens,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/heliotropium-arborescens/,Pyrrolizidine alkaloids cause cumulative hepatotoxicity; keep away from grazing animals.
P2,AAA0610,Helleborus niger,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/helleborus-niger/,"ASPCA lists Helleborus as toxic to dogs, cats, horses."
P2,AAA0611,Helleborus orientalis,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/helleborus-orientalis/,"ASPCA lists Helleborus as toxic to dogs, cats, horses. Historically used as a weapon — reportedly poisoning a city's water supply in the First Sacred War."
P2,AAA0612,Hemerocallis citrina,dog,1,conflict_possible_overwarning; not_checked,non_toxic; no_match,Review possible overwarning: source indicates non-toxic but YardMate level is above 0.,"ASPCA non_toxic (genus, conflict_possible_overwarning); NC State no_match (not_checked)",Buds edible dried/cooked in Chinese cuisine; all daylilies severely nephrotoxic to cats.
P2,AAA0614,Hemerocallis lilioasphodelus,dog,1,conflict_possible_overwarning; not_checked,non_toxic; no_match,Review possible overwarning: source indicates non-toxic but YardMate level is above 0.,"ASPCA non_toxic (genus, conflict_possible_overwarning); NC State no_match (not_checked)",ASPCA lists daylilies as highly toxic to cats causing acute kidney failure; dogs tolerate. Buds are edible for humans when cooked.
P2,AAA0636,Hosta plantaginea,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/hosta-plantaginea/,"ASPCA lists Hosta as toxic to dogs, cats, and horses."
P2,AAA0649,Hyacinthus orientalis,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/hyacinthus-orientalis/,Toxicity concentrated in the bulb; handlers should wear gloves during bulb planting.
P2,AAA0651,Hydrangea arborescens,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/hydrangea-arborescens/,Same cyanogenic glycoside toxicity as other Hydrangeas; medicinal use requires professional preparation.
P2,AAA0655,Hydrangea macrophylla,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/hydrangea-macrophylla/,"Severity depends on dose and on the plant's cyanogenic content, which varies with season and cultivar."
P2,AAA0656,Hydrangea paniculata,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/hydrangea-paniculata/,Same cyanogenic glycoside toxicity as other Hydrangeas.
P2,AAA0658,Hydrangea quercifolia,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/hydrangea-quercifolia/,Same cyanogenic glycoside toxicity.
P2,AAA0659,Hydrangea serrata,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/hydrangea-serrata/,"ASPCA lists Hydrangea as toxic to dogs, cats, and horses. Traditional amacha tea is from specifically selected cultivars and processed leaves."
P2,AAA0661,Hypericum perforatum,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/hypericum-perforatum/,"ASPCA lists Hypericum as toxic to dogs, cats, horses due to hypericin photosensitization. Major drug-interaction hazard in humans."
P2,AAA0662,Hypochaeris radicata,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/hypochaeris-radicata/,Not ASPCA-toxic to dogs or cats. Causes 'Australian stringhalt' neurological disease in horses grazing heavily; safe leafy green for people.
P2,AAA0664,Ilex aquifolium,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/ilex-aquifolium/,"ASPCA lists English holly as toxic to dogs, cats, and horses (vomiting, diarrhea, depression)."
P2,AAA0668,Ilex opaca,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/ilex-opaca/,ASPCA toxic. Spiny leaves pose physical hazard.
P2,AAA0671,Illicium floridanum,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/illicium-floridanum/,Not the culinary spice. Contains potent neurotoxic sesquiterpene lactones—anisatin is a GABA antagonist causing seizures.
P2,AAA0672,Illicium parviflorum,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/illicium-parviflorum/,Not the culinary spice. All North American Illicium contain toxic anisatin; do not consume.
P2,AAA0677,Ipomoea alba,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/ipomoea-alba/,"ASPCA lists Ipomoea as toxic to dogs, cats, and horses."
P2,AAA0680,Ipomoea coccinea,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/ipomoea-coccinea/,ASPCA lists Ipomoea as toxic to pets. Seeds contain psychoactive alkaloids.
P2,AAA0681,Ipomoea purpurea,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/ipomoea-purpurea/,"ASPCA lists morning glory as toxic to dogs, cats, and horses. Seeds are psychoactive and toxic; commercial seed is sometimes coated with fungicide to deter consumption."
P2,AAA0682,Ipomoea tricolor,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/ipomoea-tricolor/,"ASPCA lists morning glory as toxic to dogs, cats, and horses — seeds are the most toxic part."
P2,AAA0684,Iris cristata,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/iris-cristata/,ASPCA lists all Iris as toxic to pets.
P2,AAA0686,Iris ensata,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/iris-ensata/,Same Iris-genus toxicity.
P2,AAA0691,Iris pseudacorus,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/iris-pseudacorus/,"ASPCA lists iris as toxic to dogs, cats, and horses."
P2,AAA0692,Iris reticulata,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/iris-reticulata/,ASPCA lists all Iris as toxic to dogs and cats.
P2,AAA0694,Iris versicolor,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/iris-versicolor/,"ASPCA lists iris as toxic to dogs, cats, and horses."
P2,AAA0698,Jacobaea maritima,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/jacobaea-maritima/,"Like Senecio relatives, contains hepatotoxic pyrrolizidine alkaloids; avoid ingestion."
P2,AAA0715,Kniphofia caulescens,cat,,review_current_unknown; not_checked,non_toxic; no_match,Review: YardMate level is null while source has a signal.,"ASPCA non_toxic (genus, review_current_unknown); NC State no_match (not_checked)",Limited toxicity data; not listed by ASPCA.
P2,AAA0715,Kniphofia caulescens,dog,,review_current_unknown; not_checked,non_toxic; no_match,Review: YardMate level is null while source has a signal.,"ASPCA non_toxic (genus, review_current_unknown); NC State no_match (not_checked)",Limited toxicity data; not listed by ASPCA.
P2,AAA0731,Lantana camara,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/lantana-camara/,"ASPCA lists Lantana as toxic to dogs, cats, horses. Ripe berries are less toxic than green but still hazardous."
P2,AAA0732,Lantana montevidensis,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/lantana-montevidensis/,"ASPCA lists Lantana as toxic to dogs, cats, and horses; livestock poisoning is well-documented."
P2,AAA0733,Laurus nobilis,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/laurus-nobilis/,Leaf flavor use safe; whole leaves should be removed from food before serving. Keep ornamental trees away from pets.
P2,AAA0734,Lavandula angustifolia,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/lavandula-angustifolia/,Whole plant is mildly toxic to pets; essential oil in concentrated form is significantly more dangerous.
P2,AAA0742,Leucanthemum vulgare,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/leucanthemum-vulgare/,Not listed by ASPCA.
P2,AAA0745,Leucojum vernum,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/leucojum-vernum/,Bulbs contain Amaryllidaceae alkaloids.
P2,AAA0748,Leucothoe axillaris,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/leucothoe-axillaris/,ASPCA toxic. Shares grayanotoxin toxicity of Rhododendron/Pieris/Kalmia.
P2,AAA0750,Levisticum officinale,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/levisticum-officinale/,Culinary use safe; wear gloves when handling fresh plant in sun to avoid phytophotodermatitis.
P2,AAA0760,Lilium candidum,dog,1,conflict_possible_overwarning; not_checked,non_toxic; no_match,Review possible overwarning: source indicates non-toxic but YardMate level is above 0.,"ASPCA non_toxic (genus, conflict_possible_overwarning); NC State no_match (not_checked)",All true Lilium species lethal to cats.
P2,AAA0761,Lilium henryi,dog,1,conflict_possible_overwarning; not_checked,non_toxic; no_match,Review possible overwarning: source indicates non-toxic but YardMate level is above 0.,"ASPCA non_toxic (genus, conflict_possible_overwarning); NC State no_match (not_checked)",ASPCA: severely nephrotoxic to cats.
P2,AAA0764,Lilium martagon,dog,1,conflict_possible_overwarning; not_checked,non_toxic; no_match,Review possible overwarning: source indicates non-toxic but YardMate level is above 0.,"ASPCA non_toxic (genus, conflict_possible_overwarning); NC State no_match (not_checked)",ASPCA: all true Lilium species are severely nephrotoxic to cats; ingestion of any part can be fatal.
P2,AAA0766,Lilium regale,dog,1,conflict_possible_overwarning; not_checked,non_toxic; no_signal,Review possible overwarning: source indicates non-toxic but YardMate level is above 0.,"ASPCA non_toxic (genus, conflict_possible_overwarning); NC State no_signal (not_checked)",ASPCA: severely nephrotoxic to cats.
P2,AAA0775,Lobelia cardinalis,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/lobelia-cardinalis/,Not prominently listed by ASPCA but genus Lobelia is considered toxic; lobeline has historical medicinal use as a respiratory stimulant but narrow safety margin.
P2,AAA0793,Lyonia lucida,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/lyonia-lucida/,Ericaceae family toxicity; keep away from livestock and pets.
P2,AAA0833,Mentha spicata,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/mentha-spicata/,Leaf consumption low-risk; concentrated essential oil hazardous to pets.
P2,AAA0835,Mentha x piperita,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/mentha-x-piperita/,"Leaf consumption low-risk; concentrated essential oils hazardous to pets, especially cats and small dogs."
P2,AAA0856,Monstera deliciosa,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/monstera-deliciosa/,Fully ripe fruit is safe and edible; unripe fruit contains the same oxalate crystals as the leaves.
P2,AAA0859,Morus nigra,cat,1,conflict_possible_overwarning; not_checked,non_toxic; no_match,Review possible overwarning: source indicates non-toxic but YardMate level is above 0.,"ASPCA non_toxic (genus, conflict_possible_overwarning); NC State no_match (not_checked)",Ripe fruit is edible and widely consumed; avoid unripe fruit and white sap.
P2,AAA0859,Morus nigra,dog,1,conflict_possible_overwarning; not_checked,non_toxic; no_match,Review possible overwarning: source indicates non-toxic but YardMate level is above 0.,"ASPCA non_toxic (genus, conflict_possible_overwarning); NC State no_match (not_checked)",Ripe fruit is edible and widely consumed; avoid unripe fruit and white sap.
P2,AAA0872,Nandina domestica,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/nandina-domestica/,"ASPCA lists Nandina as toxic to dogs, cats, and grazing animals. Significant wild-bird mortality (cedar waxwings) documented in US Southeast."
P2,AAA0873,Narcissus cyclamineus,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/narcissus-cyclamineus/,ASPCA lists all Narcissus as toxic to dogs and cats. Bulbs most concentrated.
P2,AAA0874,Narcissus jonquilla,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/narcissus-jonquilla/,Same alkaloid profile as other Narcissus.
P2,AAA0875,Narcissus poeticus,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/narcissus-poeticus/,ASPCA lists all Narcissus as toxic to pets. Bulbs are mistaken for onions — dangerous.
P2,AAA0876,Narcissus pseudonarcissus,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/narcissus-pseudonarcissus/,"Galantamine, an acetylcholinesterase inhibitor, is extracted from daffodils for Alzheimer's treatment."
P2,AAA0877,Narcissus tazetta,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/narcissus-tazetta/,ASPCA lists Narcissus as toxic; galantamine used pharmaceutically for Alzheimer's.
P2,AAA0878,Narcissus triandrus,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/narcissus-triandrus/,ASPCA lists Narcissus as toxic to pets.
P2,AAA0891,Nerium oleander,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/nerium-oleander/,"ASPCA lists oleander as extremely toxic to dogs, cats, and horses. All parts are dangerous; do not burn, and keep away from livestock and pets."
P2,AAA0913,Opuntia santa-rita,cat,1,conflict_possible_overwarning; not_checked,non_toxic; no_match,Review possible overwarning: source indicates non-toxic but YardMate level is above 0.,"ASPCA non_toxic (genus, conflict_possible_overwarning); NC State no_match (not_checked)",Not chemically toxic; glochids (hair-like barbed spines) cause significant mechanical irritation.
P2,AAA0913,Opuntia santa-rita,dog,1,conflict_possible_overwarning; not_checked,non_toxic; no_match,Review possible overwarning: source indicates non-toxic but YardMate level is above 0.,"ASPCA non_toxic (genus, conflict_possible_overwarning); NC State no_match (not_checked)",Not chemically toxic; glochids (hair-like barbed spines) cause significant mechanical irritation.
P2,AAA0923,Oxalis corniculata,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/oxalis-corniculata/,Edible in small amounts; high oxalic acid content limits safe consumption.
P2,AAA0924,Oxalis stricta,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/oxalis-stricta/,Edible in small culinary quantities. High oxalic acid content makes large regular consumption inadvisable for those with kidney issues.
P2,AAA0925,Oxalis triangularis,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/oxalis-triangularis/,"Soluble oxalates can cause systemic calcium binding and kidney damage with larger ingestions, unlike the insoluble oxalate raphides of aroids."
P2,AAA0948,Passiflora caerulea,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/passiflora-caerulea/,Not specifically listed by ASPCA. Vegetative parts contain cyanogenic compounds; ripe fruit edible but not flavorful.
P2,AAA0950,Passiflora incarnata,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/passiflora-incarnata/,Ripe fruit pulp is edible. Leaves used medicinally as mild sedative. Unripe fruits contain cyanogenic glycosides.
P2,AAA0953,Pelargonium peltatum,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/pelargonium-peltatum/,ASPCA lists Pelargonium as toxic to dogs and cats.
P2,AAA0975,Persea americana,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/persea-americana/,"Flesh widely considered safe for dogs and cats in small amounts; birds, rabbits, horses, and livestock are much more vulnerable to persin. ASPCA lists avocado as toxic, primarily from this broader perspective."
